COMMON_NAME,BLD_ADDRESS,PARCEL_ADDRESS,STRUCTURE_TYPE,WARD,COMMUNITY,GLOBALID,MULTIPOLYGON
BEARSPAW WTP SODIUM HYPOCHLORITE FACILITY,10010 BEARSPAW DAM RD NW,10010 BEARSPAW DAM RD NW,WATER/WASTE WATER TREATMENT PLANT,WARD 1,01B,{49258234-051E-4AB2-B89F-EFB3B7C50EBE},"MULTIPOLYGON (((-114.2306879 51.105258, -114.2304325 51.105271, -114.2304274 51.1052306, -114.2303379 51.1052351, -114.2302921 51.1052376, -114.2302974 51.1052791, -114.2303845 51.1052747, -114.2304127 51.1054941, -114.2307162 51.1054787, -114.2306879 51.105258)))"
CALGARY BOARD OF EDUCATION - SOLD,3600 69 ST NW,3600 69 ST NW,LEASED SPACE,WARD 1,BOWNESS,{54AD6BD2-8D8A-4D87-9B81-9D1393F50A6A},"MULTIPOLYGON (((-114.1872799 51.0849188, -114.1872777 51.0846688, -114.1870728 51.0846695, -114.1870731 51.0847007, -114.1869566 51.0847011, -114.1869566 51.0847061, -114.1869032 51.0847062, -114.1869034 51.0847392, -114.1869546 51.084739, -114.1869562 51.0849199, -114.1872799 51.0849188)))"
66 ST DEPOT - DEMOLISHED,3825 66 ST NW,3825 66 ST NW,DEPOT,WARD 1,BOWNESS,{600FD11A-CA14-41A0-AE95-D68CD4810B1D},"MULTIPOLYGON (((-114.1864772 51.0879973, -114.1863919 51.088074, -114.1864568 51.0881026, -114.1864642 51.0881059, -114.1865494 51.0880291, -114.1865401 51.088025, -114.1864772 51.0879973)))"
HASKAYNE LEGACY PARK SVC BLDG,N/A,9000 149 ST NW,SERVICE BUILDING,WARD 1,HASKAYNE,{E77BAA37-3F2F-421C-B65D-3955FA527B79},"MULTIPOLYGON (((-114.2977812 51.1309167, -114.2977248 51.1308676, -114.297618 51.1309214, -114.2976778 51.1309712, -114.2977812 51.1309167)))"
6111 BOWNESS RD NW HOUSING,6111 BOWNESS RD NW,6107 BOWNESS RD NW;6111 BOWNESS RD NW,HOUSING - APARTMENT,WARD 1,BOWNESS,{76B31395-7E2C-45DF-A717-5645BD324AF5},"MULTIPOLYGON (((-114.1735379 51.083149, -114.1735507 51.0831523, -114.1735476 51.0831752, -114.1735586 51.0831763, -114.1735582 51.0831904, -114.1736102 51.083234, -114.1736712 51.0832506, -114.1737446 51.0832593, -114.1740307 51.083293, -114.1740548 51.0832123, -114.1740423 51.0832092, -114.1740525 51.0831702, -114.1740188 51.0831647, -114.174037 51.0831094, -114.1737469 51.0830742, -114.1736025 51.0830566, -114.1735893 51.0830972, -114.1735624 51.0830943, -114.1735379 51.083149)))"
LRT SUBSTATION #15,4103C CROWCHILD TR NW,,LRT SUBSTATION,WARD 1,BRENTWOOD,{44AF1535-B060-4512-976E-9D1A681FFDFD},"MULTIPOLYGON (((-114.1331804 51.0877942, -114.13323 51.0877583, -114.1330884 51.0876807, -114.1330389 51.0877166, -114.1331804 51.0877942)))"
BEARSPAW PARKS STORAGE 2,11444 BEARSPAW DAM RD NW,11000 BEARSPAW DAM RD NW,SHACK/SHED/SHOP,WARD 1,01B,{6C5BCE93-1119-4FD9-B37E-7820ABDF5951},"MULTIPOLYGON (((-114.2531866 51.1071443, -114.2530838 51.1071448, -114.2530848 51.1072343, -114.2531876 51.1072338, -114.2531866 51.1071443)))"
BOWNESS PK COMFORT STATION 2,8900 48 AV NW,8900 48 AV NW,WASHROOM,WARD 1,BOWNESS,{89C63A32-182E-45D3-96FD-0F0D8E3F17C9},"MULTIPOLYGON (((-114.2201632 51.0979772, -114.2200716 51.0979835, -114.2200886 51.0980829, -114.2201802 51.0980767, -114.2201632 51.0979772)))"
BAKER PARK COMFORT STATION,9333 SCENIC BOW RD NW,9333 SCENIC BOW RD NW,WASHROOM,WARD 1,SCENIC ACRES,{88700F36-FD1F-45AC-A174-4F4ED0BFDCF6},"MULTIPOLYGON (((-114.2206521 51.1010746, -114.2206497 51.101074, -114.2205346 51.1010459, -114.2205303 51.1010528, -114.2204946 51.1011107, -114.2206187 51.1011411, -114.2206587 51.1010762, -114.2206521 51.1010746)))"
BOWNESS PK COMFORT STATION 1,8900 48 AV NW,8900 48 AV NW,WASHROOM,WARD 1,BOWNESS,{33BA69A6-C1C1-4B20-8A60-AE505CA1B6E0},"MULTIPOLYGON (((-114.2247107 51.0973907, -114.2247104 51.0974943, -114.2248 51.0974944, -114.2248004 51.0973909, -114.2247718 51.0973908, -114.2247107 51.0973907)))"
BOWNESS PARK PICNIC SHELTER #6W,8900 48 AV NW,8900 48 AV NW,PICNIC SHELTER,WARD 1,BOWNESS,{539941EF-EC79-4A85-9436-E87020973498},"MULTIPOLYGON (((-114.2280334 51.098149, -114.2278798 51.0981877, -114.2279134 51.0982405, -114.2280669 51.0982019, -114.2280334 51.098149)))"
BOWNESS SENIORS' CENTRE,6422 35 AV NW,6422 35 AV NW;6452 35 AV NW,SOCIAL RECREATION BUILDING,WARD 1,BOWNESS,{9828BF03-08AA-4FD0-99ED-27173B3AEA49},"MULTIPOLYGON (((-114.1818321 51.0843738, -114.1818341 51.0843918, -114.1817081 51.084393, -114.1816918 51.0843932, -114.1816953 51.0845395, -114.1817455 51.0845395, -114.1817455 51.0845555, -114.1822431 51.0845557, -114.1822433 51.0844041, -114.1822433 51.0843809, -114.1819203 51.0843786, -114.1819203 51.0843738, -114.1818321 51.0843738)))"
BOWNESS PK COMFORT STN YR RND,8900 48 AV NW,8900 48 AV NW,WASHROOM,WARD 1,BOWNESS,{A3BACC29-2BB8-47A7-AC5D-2CFE0EEBBBE4},"MULTIPOLYGON (((-114.2173622 51.0969984, -114.2172825 51.0970025, -114.2172232 51.0970173, -114.2172072 51.0970213, -114.2172152 51.0970417, -114.2172277 51.097074, -114.2173037 51.0970699, -114.2173814 51.0970508, -114.2173785 51.0970429, -114.2173766 51.0970379, -114.2173738 51.09703, -114.2173632 51.0970012, -114.2173622 51.0969984)))"
3500 VARSITY DR NW HOUSING,3500 VARSITY DR NW,3500 VARSITY DR NW,HOUSING - APARTMENT,WARD 1,VARSITY,{C80B7520-8CE7-4D08-A053-6EDB6C8F7681},"MULTIPOLYGON (((-114.1367145 51.0889922, -114.1368313 51.088992, -114.1369495 51.0889919, -114.1369502 51.0889622, -114.1369606 51.0889611, -114.1369604 51.0889259, -114.1369602 51.088885, -114.1369497 51.0888843, -114.1369496 51.08886, -114.1369496 51.0888305, -114.1369595 51.0888305, -114.1369594 51.0887959, -114.1369593 51.0887534, -114.1369505 51.0887534, -114.1369504 51.088728, -114.1369503 51.0886985, -114.1369593 51.0886985, -114.1369592 51.0886589, -114.1369591 51.0886202, -114.1369505 51.0886202, -114.1369504 51.0885976, -114.1368304 51.0885977, -114.1367154 51.0885978, -114.1367154 51.0886262, -114.1367038 51.0886263, -114.1367039 51.0886591, -114.136704 51.0887051, -114.1367146 51.0887051, -114.1367147 51.0887571, -114.1367038 51.0887572, -114.1367039 51.0887961, -114.136704 51.0888371, -114.1367142 51.0888371, -114.1367143 51.0888868, -114.1367039 51.0888869, -114.136704 51.0889262, -114.1367041 51.0889684, -114.1367145 51.0889684, -114.1367145 51.0889922)))"
SCENIC ACRES COMMUNITY ASSOCIATION GARAGE,8825 SCURFIELD DR NW,8825 SCURFIELD DR NW,COMMUNITY AUXILIARY,WARD 1,SCENIC ACRES,{24EDAA81-A20E-4CED-961D-CC7FF11D2515},"MULTIPOLYGON (((-114.2144498 51.1219122, -114.2143239 51.121913, -114.2143251 51.1219909, -114.214451 51.1219901, -114.2144498 51.1219122)))"
BEARSPAW TEMPORARY STORAGE 1,11444 BEARSPAW DAM RD NW,11000 BEARSPAW DAM RD NW,SHACK/SHED/SHOP,WARD 1,01B,{05E1A00A-0D95-4AA1-B157-AC0AC8C3650F},"MULTIPOLYGON (((-114.2521042 51.106423, -114.2521006 51.1066096, -114.2526289 51.1066136, -114.2526324 51.106427, -114.2521042 51.106423)))"
BOWNESS PARK PICNIC SHELTER #4W,8900 48 AV NW,8900 48 AV NW,PICNIC SHELTER,WARD 1,BOWNESS,{8C9563D4-546F-4CEC-9D4E-49061E24F6F8},"MULTIPOLYGON (((-114.2218926 51.0981251, -114.2217274 51.0981288, -114.221721 51.0981582, -114.2217302 51.0981861, -114.2218953 51.098183, -114.2219032 51.098153, -114.2218926 51.0981251)))"
VARSITY COMMUNITY ASSOCIATION STORAGE SHED,4103 VARSITY DR NW,4303 VARSITY DR NW,COMMUNITY AUXILIARY,WARD 1,VARSITY,{72DF428D-937F-495D-BA70-306951114AB7},"MULTIPOLYGON (((-114.1493878 51.0917799, -114.1493777 51.091802, -114.1494202 51.0918097, -114.1494302 51.0917876, -114.1493878 51.0917799)))"
SILVER SPRINGS COMMUNITY ASSOCIATION,5720 SILVER RIDGE DR NW,5720 SILVER RIDGE DR NW,COMMUNITY GATHERING,WARD 1,SILVER SPRINGS,{97370A09-42DF-41E0-9844-926282EDFCE3},"MULTIPOLYGON (((-114.192457 51.104766, -114.1927718 51.1047668, -114.192773 51.1045591, -114.1925688 51.1045586, -114.1925689 51.1045401, -114.19251 51.10454, -114.1925102 51.1045135, -114.192378 51.1045131, -114.1923435 51.1045131, -114.1923015 51.104513, -114.1923011 51.1045836, -114.192301 51.104602, -114.192301 51.1046096, -114.1923095 51.1046096, -114.1923223 51.1046096, -114.1923215 51.1047389, -114.1924563 51.1047392, -114.1924561 51.104762, -114.1924561 51.104766, -114.192457 51.104766)))"
FIRE STATION #21,209 SILVERGROVE DR NW,209 SILVERGROVE DR NW,FIRE,WARD 1,SILVER SPRINGS,{83B87DFF-57B9-4A5E-882F-DAE3554B070D},"MULTIPOLYGON (((-114.2033131 51.1150561, -114.2029476 51.1149019, -114.202906 51.1149401, -114.2029127 51.1149427, -114.2028631 51.1149937, -114.2029132 51.1150154, -114.2027677 51.1151506, -114.2030509 51.1152713, -114.2031962 51.1151381, -114.2032054 51.1151414, -114.2032609 51.1150903, -114.203273 51.1150946, -114.2033131 51.1150561)))"
IRISH CULTURAL SOCIETY OF CALGARY,6452 35 AV NW,6452 35 AV NW,SOCIAL RECREATION BUILDING,WARD 1,BOWNESS,{19B284A2-A0BA-4D27-B6D7-B665910ECBEB},"MULTIPOLYGON (((-114.1825216 51.0844114, -114.1824768 51.0844116, -114.1824652 51.0844117, -114.1824617 51.0845696, -114.1825055 51.0845702, -114.1826221 51.0845719, -114.1826268 51.084572, -114.1826269 51.0845937, -114.1827789 51.0845958, -114.1827792 51.0845958, -114.1827758 51.0846659, -114.1828427 51.0846658, -114.1828422 51.084679, -114.1829607 51.0846807, -114.182961 51.0846679, -114.1829719 51.0846681, -114.1829736 51.0844152, -114.1829736 51.0844136, -114.1825828 51.0844125, -114.1825391 51.0844123, -114.1825216 51.0844123, -114.1825216 51.0844114)))"
BEARSPAW FUEL KIOSK,11444 BEARSPAW DAM RD NW,11000 BEARSPAW DAM RD NW,FUEL KIOSK,WARD 1,01B,{3AAC33ED-5CF8-4710-80A8-5BED0870CB09},"MULTIPOLYGON (((-114.2544908 51.1060688, -114.254491 51.1060398, -114.2544534 51.1060396, -114.2544532 51.1060687, -114.2544908 51.1060688)))"
BEARSPAW RAW II,9751 SCENIC BOW RD NW,9751 SHRINERS RD NW,WATER/WASTE WATER TREATMENT PLANT,WARD 1,SCENIC ACRES,{518FAF12-6755-41AF-8D85-421D2F18FED5},"MULTIPOLYGON (((-114.2279208 51.0996009, -114.2279206 51.0996027, -114.227919 51.0996159, -114.2279174 51.0996297, -114.2279157 51.0996437, -114.227914 51.0996579, -114.2278969 51.0998024, -114.2279225 51.0998036, -114.2279973 51.0998071, -114.2280043 51.0998074, -114.2280121 51.0998078, -114.2280194 51.0998081, -114.2280259 51.0998084, -114.2280427 51.0998092, -114.2281047 51.0998121, -114.2281093 51.0998124, -114.2281369 51.0998137, -114.2281735 51.0998154, -114.2282371 51.0998184, -114.2282454 51.0998188, -114.2284272 51.0998273, -114.2284442 51.0996845, -114.2284458 51.0996713, -114.2284476 51.099656, -114.2284491 51.0996428, -114.2284509 51.0996278, -114.2284509 51.0996277, -114.2284512 51.0996259, -114.2284406 51.0996254, -114.2279208 51.0996009)))"
VARSITY MULTI-SERVICE CENTRE,3400 37 ST NW,3400 37 ST NW,COMMUNITY FACING MIXED USE BUILDING,WARD 1,VARSITY,{6FF742C1-0B88-4A2B-AD7B-3ED57239225A},"MULTIPOLYGON (((-114.1403094 51.0824859, -114.1403333 51.0824842, -114.1403155 51.0824739, -114.1403203 51.0824591, -114.1402993 51.0824666, -114.1402783 51.0824591, -114.1402832 51.082474, -114.1402655 51.0824842, -114.1402894 51.0824859, -114.1402994 51.0824997, -114.1403094 51.0824859)))"
BAKER PARK GARAGE,9333 SCENIC BOW RD NW,9333 SCENIC BOW RD NW,GARAGE,WARD 1,SCENIC ACRES,{D4CC3B29-B2B0-4795-8305-B4248A96D3B4},"MULTIPOLYGON (((-114.2207406 51.1012864, -114.2207394 51.101191, -114.2206189 51.1011916, -114.2206201 51.101287, -114.2207406 51.1012864)))"
VARSITY COMMUNITY ASSOCIATION,4303 VARSITY DR NW,4255 40 ST NW;4303 VARSITY DR NW,COMMUNITY GATHERING,WARD 1,VARSITY,{786E5AE8-8FDF-49C7-B4E4-21CC9A61F577},"MULTIPOLYGON (((-114.1491515 51.0917983, -114.1490844 51.091949, -114.1490766 51.0919664, -114.1490586 51.0919632, -114.1490406 51.0920033, -114.149027 51.0920336, -114.1490424 51.0920364, -114.1490415 51.0920386, -114.1490034 51.0921233, -114.1492066 51.0921595, -114.1492104 51.0921602, -114.1492252 51.0921273, -114.1492457 51.0921309, -114.1492695 51.0920779, -114.1493993 51.0921011, -114.1494353 51.0921075, -114.1494509 51.0920727, -114.149474 51.0920213, -114.1494748 51.0920196, -114.1495378 51.091878, -114.1495425 51.0918673, -114.1491515 51.0917983)))"
FIRE STATION #17,3740 32 AV NW,3400 37 ST NW,FIRE,WARD 1,VARSITY,{5BB6CD32-5EB5-4F89-BE66-A7220946F83C},"MULTIPOLYGON (((-114.1403871 51.0820294, -114.1403848 51.0817931, -114.1400981 51.0817941, -114.1400983 51.0818213, -114.1398334 51.0818223, -114.1398354 51.0820307, -114.1400422 51.0820299, -114.1400426 51.0820769, -114.1400914 51.0820767, -114.1400909 51.0820305, -114.1403871 51.0820294)))"
FIRE STATION #42,275 TUSCANY WY NW,275 TUSCANY WY NW,FIRE,WARD 1,TUSCANY,{23D2B185-D9CA-416F-BCAA-B49D7950A61C},"MULTIPOLYGON (((-114.2494707 51.1266732, -114.249433 51.1266271, -114.2493186 51.126664, -114.2492227 51.1265465, -114.2488636 51.1266626, -114.2489672 51.1267896, -114.2488814 51.1268173, -114.2489095 51.1268517, -114.2489431 51.1268409, -114.2489723 51.1268765, -114.2489991 51.1268678, -114.2490839 51.1269718, -114.2491531 51.1269494, -114.2491408 51.1269343, -114.2491988 51.1269155, -114.2491396 51.1268431, -114.2493824 51.1267646, -114.2493999 51.126786, -114.2494521 51.1267691, -114.249394 51.126698, -114.2494707 51.1266732)))"
BEARSPAW WTP FILTER PLANT STG 1 & 2,10010 BEARSPAW DAM RD NW,10010 BEARSPAW DAM RD NW,PUMP STATION,WARD 1,01B,{1334BD03-A178-440D-9472-4855C220491F},"MULTIPOLYGON (((-114.230971 51.1047866, -114.2307985 51.1041831, -114.230951 51.104168, -114.230879 51.1039174, -114.230789 51.1039268, -114.2307834 51.1038998, -114.2307637 51.1038769, -114.2307041 51.1038847, -114.230703 51.1039132, -114.2307102 51.1039364, -114.2306 51.1039488, -114.2305956 51.1039385, -114.2305406 51.1039423, -114.230543 51.1039552, -114.2304309 51.103968, -114.2304262 51.1039586, -114.2303743 51.1039629, -114.2303758 51.103975, -114.2302475 51.1039874, -114.2302327 51.1039472, -114.2300214 51.1039685, -114.2300275 51.1039912, -114.2293237 51.1040703, -114.2295829 51.1049648, -114.2303759 51.104877, -114.2303594 51.1048123, -114.2305667 51.1047892, -114.2305729 51.1048116, -114.2309168 51.1047727, -114.2309229 51.1047935, -114.230971 51.1047866)))"
CALGARY MINOR SOCCER ASSOCIATION,11014 BEARSPAW DAM RD NW,11000 BEARSPAW DAM RD NW,INDOOR PLAYING FIELD,WARD 1,01B,{4BBDB492-6918-4D8F-98FA-A38A8763B81C},"MULTIPOLYGON (((-114.2471801 51.1062288, -114.2471852 51.1061899, -114.2472693 51.1061943, -114.2472745 51.1061552, -114.2471973 51.1061512, -114.2472647 51.1056403, -114.2471287 51.1056332, -114.247142 51.105532, -114.2470764 51.1055285, -114.2470631 51.1056294, -114.246994 51.1056257, -114.2463856 51.1055939, -114.2464008 51.1054812, -114.2465693 51.1054903, -114.2465935 51.105308, -114.2462787 51.1052892, -114.2462759 51.1053087, -114.2460623 51.1052956, -114.245829 51.1052836, -114.2458066 51.1052825, -114.2457039 51.1052772, -114.2456823 51.1054433, -114.2460608 51.1054628, -114.2462673 51.105474, -114.2462522 51.1055862, -114.2456633 51.1055554, -114.24567 51.1055044, -114.2456073 51.1055012, -114.2456005 51.1055524, -114.2454964 51.1055473, -114.245492 51.105536, -114.2454858 51.1055358, -114.2454672 51.1055353, -114.2454571 51.1055452, -114.2453725 51.1055405, -114.2452946 51.1061302, -114.2471801 51.1062288)))"
FIRE STATION #15 GARAGE - DEMOLISHED,6328 35 AV NW,6328 35 AV NW,FIRE,WARD 1,BOWNESS,{ABABF445-FA2F-4993-830F-5C7ADE9AD24E},"MULTIPOLYGON (((-114.1803141 51.0844302, -114.1803091 51.0845485, -114.1803169 51.0845486, -114.1803357 51.0845489, -114.1804223 51.0845505, -114.1804273 51.0844321, -114.1803324 51.0844306, -114.1803215 51.0844304, -114.1803141 51.0844302)))"
BOWNESS PARK DEPOT,8900 48 AV NW,8900 48 AV NW,DEPOT,WARD 1,BOWNESS,{1A17BF11-734C-4D42-BD27-EA37B9B935FE},"MULTIPOLYGON (((-114.2162765 51.0972953, -114.2162395 51.0972991, -114.2162294 51.0973001, -114.2162168 51.0973013, -114.2161981 51.0973032, -114.21619 51.0973041, -114.2161371 51.0973094, -114.216144 51.097369, -114.2161481 51.0973772, -114.2161569 51.0973941, -114.2161597 51.0973993, -114.2162234 51.0973922, -114.2163008 51.0973835, -114.2163008 51.0973531, -114.2162765 51.0972953)))"
TUSCANY LRT STATION,10210C CROWCHILD TR NW,,LRT STATION,WARD 1,TUSCANY,{7915E36E-7471-4DF5-9E52-9F8F45AA3B61},"MULTIPOLYGON (((-114.2360093 51.1347075, -114.2360846 51.1346356, -114.2359376 51.1345747, -114.2359183 51.134589, -114.2358612 51.1345668, -114.2358788 51.1345525, -114.2348311 51.1341164, -114.2348218 51.1341254, -114.2345783 51.1340244, -114.234519 51.1340794, -114.2347656 51.1341802, -114.2347567 51.1341888, -114.2357965 51.1346125, -114.235813 51.1346014, -114.2358622 51.1346227, -114.2358417 51.1346374, -114.2360093 51.1347075)))"
BEARSPAW WTP HEAD BOX,10010 BEARSPAW DAM RD NW,10010 BEARSPAW DAM RD NW,WATER/WASTE WATER TREATMENT PLANT,WARD 1,01B,{E1762BAE-FEF7-436C-9DEE-459C29137AFD},"MULTIPOLYGON (((-114.2302746 51.1052386, -114.2303461 51.1052347, -114.2303345 51.1051561, -114.2301545 51.105166, -114.2301655 51.1052445, -114.2302746 51.1052386)))"
BEARSPAW TEMPORARY STORAGE 2,11444 BEARSPAW DAM RD NW,11000 BEARSPAW DAM RD NW,SHACK/SHED/SHOP,WARD 1,01B,{F3DA06E7-D712-41FE-B849-C39DFED2A4F6},"MULTIPOLYGON (((-114.2526849 51.1058948, -114.2520065 51.105912, -114.2520193 51.1061359, -114.2526998 51.1061312, -114.2526849 51.1058948)))"
BOWNESS LIBRARY,6532 BOWNESS RD NW,6520 BOWNESS RD NW;6524 BOWNESS RD NW;6532 BOWNESS RD NW;6540 BOWNESS RD NW,LIBRARY BUILDING,WARD 1,BOWNESS,{098C2412-61C9-4B55-B81B-A7878985EA29},"MULTIPOLYGON (((-114.1832286 51.08731, -114.1830478 51.0872295, -114.1830279 51.0872468, -114.1829111 51.0871943, -114.1829289 51.0871775, -114.1827437 51.087095, -114.1827285 51.0871085, -114.1825026 51.0870079, -114.1823904 51.0871078, -114.1825704 51.0871881, -114.1824952 51.0872551, -114.182925 51.0874466, -114.182974 51.0874029, -114.1830741 51.0874475, -114.1832286 51.08731)))"
FIRE STATION #35,11280 VALLEY RIDGE BV NW,11280 VALLEY RIDGE BV NW,FIRE,WARD 1,VALLEY RIDGE,{AFEFA419-159F-4677-84D5-983A401B5DA9},"MULTIPOLYGON (((-114.2481865 51.0910217, -114.2482757 51.0910169, -114.2482717 51.0909946, -114.2483103 51.0909918, -114.2482999 51.0909288, -114.2482153 51.0909344, -114.2482107 51.0909063, -114.2476694 51.0909418, -114.247718 51.091235, -114.2477867 51.0912305, -114.247791 51.091256, -114.2478764 51.0912504, -114.2478721 51.0912249, -114.2482165 51.0912023, -114.2481865 51.0910217)))"
MARKET MALL COMMUNITY STATION,3625 SHAGANAPPI TR NW,3625 SHAGANAPPI TR NW,POLICE STATION,WARD 1,VARSITY,{EE92BBC3-882D-49CB-BAC2-A922FE1E7F7D},"MULTIPOLYGON (((-114.1535161 51.0830399, -114.1536279 51.083025, -114.1536025 51.0829519, -114.1535385 51.0829604, -114.1534696 51.0829696, -114.1534468 51.0829727, -114.1534468 51.0829729, -114.1534555 51.0829978, -114.1534782 51.0830633, -114.1534911 51.0831005, -114.1535003 51.0831271, -114.1535035 51.0831364, -114.1535504 51.0831292, -114.1535161 51.0830399)))"
BEARSPAW WTP TREATED WATER RESERVOIR VENT,10010 BEARSPAW DAM RD NW,10010 BEARSPAW DAM RD NW,WATER/WASTE WATER TREATMENT PLANT,WARD 1,01B,{36F160BF-91A9-4B2E-A3F4-D35438B3DED2},"MULTIPOLYGON (((-114.2298555 51.1037786, -114.22984 51.1037805, -114.2298434 51.1037912, -114.2298305 51.1037928, -114.2298415 51.1038276, -114.2298822 51.1038225, -114.2298707 51.1037864, -114.2298584 51.1037879, -114.2298555 51.1037786)))"
VALLEY RIDGE COMMUNITY ASSOCIATION SKATE SHACK,170 VALLEY MEADOW CL NW,170 VALLEY MEADOW CL NW,COMMUNITY AUXILIARY,WARD 1,VALLEY RIDGE,{5C497338-619C-42CC-9D51-E699B2CD5D34},"MULTIPOLYGON (((-114.2461946 51.0903636, -114.2459903 51.0903666, -114.2459933 51.0904463, -114.2461976 51.0904433, -114.2461946 51.0903636)))"
BAKER PARK DEPOT,9333 SCENIC BOW RD NW,9333 SCENIC BOW RD NW,ATCO TRAILER,WARD 1,SCENIC ACRES,{DBC0F51B-2EF2-4E46-9148-379E0FBB6D36},"MULTIPOLYGON (((-114.2208529 51.1013507, -114.2207506 51.1013507, -114.2207503 51.1015161, -114.2208526 51.1015162, -114.2208529 51.1013507)))"
BOWNESS PARK GARAGE,8900 48 AV NW,8900 48 AV NW,GARAGE,WARD 1,BOWNESS,{23F4969E-23E3-403A-B4D4-F3FC57A516E8},"MULTIPOLYGON (((-114.2163333 51.0975497, -114.2163009 51.0974493, -114.2162362 51.0974582, -114.2161432 51.0974709, -114.2161786 51.0975777, -114.2163354 51.0975561, -114.2163333 51.0975497)))"
BOWNESS PARK PICNIC SHELTER #5W,8900 48 AV NW,8900 48 AV NW,PICNIC SHELTER,WARD 1,BOWNESS,{49707817-CDFD-487C-AB9D-38FB46755063},"MULTIPOLYGON (((-114.2242065 51.0979315, -114.2240383 51.0979348, -114.2240434 51.0980414, -114.2242117 51.0980382, -114.2242065 51.0979315)))"
BOWNESS PARK PICNIC SHELTER #3,8900 48 AV NW,8900 48 AV NW,PICNIC SHELTER,WARD 1,BOWNESS,{E33067D2-365F-48D6-B605-37BB3C7220A4},"MULTIPOLYGON (((-114.2196934 51.0981124, -114.2196323 51.0981172, -114.2195737 51.0981217, -114.2195252 51.0981255, -114.2195327 51.0981638, -114.2195386 51.098194, -114.219546 51.0982314, -114.2197141 51.0982184, -114.2196934 51.0981124)))"
BEARSPAW PARKS STORAGE 4,11444 BEARSPAW DAM RD NW,11000 BEARSPAW DAM RD NW,SHACK/SHED/SHOP,WARD 1,01B,{88AC2DDC-DB52-4331-B911-7C0D640C5F00},"MULTIPOLYGON (((-114.2516386 51.1073564, -114.2516409 51.1073264, -114.2515797 51.1073246, -114.2515774 51.1073545, -114.2516386 51.1073564)))"
8517 & 8519 BOWNESS RD NW HOUSING,8517 & 8519 BOWNESS RD NW,8519 BOWNESS RD NW,HOUSING - DUPLEX,WARD 1,BOWNESS,{11C4873B-A74C-4DCC-ABCB-59B634B33C05},"MULTIPOLYGON (((-114.2091232 51.0905955, -114.209024 51.090669, -114.2090915 51.0907051, -114.2090829 51.0907115, -114.209154 51.0907496, -114.2092618 51.0906697, -114.2091232 51.0905955)))"
LEASED BUILDING RESIDENTIAL,10120 TWELVE MI COULEE RD NW,10120 TWELVE MI COULEE RD NW,RESIDENTIAL (UNCLASSIFIED),WARD 1,TUSCANY,{17D3E127-9F98-43A9-B50A-3C47E57B6F80},"MULTIPOLYGON (((-114.2568543 51.1425664, -114.2568543 51.1425961, -114.256803 51.1425961, -114.2568031 51.1426432, -114.2568533 51.1426431, -114.2568534 51.1426631, -114.2570194 51.142663, -114.2570193 51.1425664, -114.2568543 51.1425664)))"
BOWNESS PARK PICNIC SHELTER #1,8900 48 AV NW,8900 48 AV NW,PICNIC SHELTER,WARD 1,BOWNESS,{D7365735-2695-4992-A00A-3FF497BE32D1},"MULTIPOLYGON (((-114.2127022 51.0979498, -114.212702 51.0980544, -114.212702 51.0980591, -114.212707 51.0980591, -114.2128751 51.0980591, -114.2128753 51.0979499, -114.2127022 51.0979498)))"
BOWNESS PARK SPRAY POOL BLDG,#1K 8900 48 AV NW,8900 48 AV NW,MISCELLANEOUS,WARD 1,BOWNESS,{E4D30FCC-D50F-40D1-926F-B9349ED2EB2B},"MULTIPOLYGON (((-114.2114512 51.0976061, -114.211622 51.0976063, -114.2116221 51.0975881, -114.2116829 51.0975882, -114.2116832 51.0975081, -114.211513 51.0975079, -114.2115129 51.0975499, -114.2114513 51.0975498, -114.2114512 51.0976061)))"
BRENTWOOD LRT STATION,4099C CROWCHILD TR NW,,LRT STATION,WARD 1,BRENTWOOD,{A6292089-F751-4AB7-AD58-3FA82A82C75B},"MULTIPOLYGON (((-114.1328891 51.087662, -114.132983 51.0875959, -114.1318467 51.0869813, -114.1315934 51.0868364, -114.131609 51.0868245, -114.1315999 51.0868183, -114.1315753 51.0868042, -114.1315291 51.0867796, -114.1314431 51.0867338, -114.1314127 51.086754, -114.1314243 51.0867602, -114.1314026 51.0867667, -114.1313828 51.0867753, -114.1313656 51.0867858, -114.1313515 51.086798, -114.1313407 51.0868115, -114.1313337 51.086826, -114.1313226 51.0868196, -114.131293 51.0868404, -114.1313802 51.0868893, -114.1314261 51.0869137, -114.131462 51.0869322, -114.1314948 51.0869091, -114.1317508 51.0870475, -114.1328891 51.087662)))"
LRT SUBSTATION #16,4510 NORTHLAND DR NW,,LRT SUBSTATION,WARD 1,VARSITY,{77737A8D-36C2-4459-B66A-A9C707BA0396},"MULTIPOLYGON (((-114.1403786 51.0921658, -114.1403147 51.0922061, -114.1405606 51.0923609, -114.1406245 51.0923206, -114.1406233 51.0923198, -114.1403786 51.0921658)))"
